id,Address,Response_Address,Response_X,Response_Y
17,台北市基隆路1段200號13樓之1、14樓、14樓之1,臺北市信義區興隆里10鄰基隆路一段200號,121.563547,25.040272
18,台北縣板橋市東門街30之2號2樓之1至85及9樓之1、2,新北市板橋區流芳里9鄰東門街30之2號,121.457959,25.008462
19,台北縣樹林市復興路11號1、2樓及13號1、2樓及15號1、2樓,新北市樹林區樹福里20鄰復興路11號,121.422666,24.994423
20,新北市新店區安和路一段25之5號及25之6號,新北市新店區公崙里2鄰安和路一段25之5號,121.517045,24.965247
21,新竹市大同路130號3樓及新竹市中山路3號2至4樓,新竹市北區大同里2鄰中山路2號;新竹市北區中山里7鄰中山路5號,120.968301;120.967597,24.806588;24.805854
22,新北市新店區北新路2段108號3樓,新北市新店區新安里8鄰北新路二段108號,121.543077,24.974149
23,桃園市桃園區經國路126號2樓及128號2樓,桃園市桃園區新埔里20鄰經國路126號,121.306343,25.015716
24,台北市承德路1段17號17樓、17樓之1、之2、之3,臺北市大同區建明里8鄰承德路一段17號,121.517065,25.050153
25,台北巿信義路4段456、458號8樓,找不到指定的門牌地址。,,
26,台北市民生東路2段174、176號3樓部份、4樓、174號12樓,臺北市中山區中央里2鄰民生東路二段180號,121.536355,25.057697
27,新北市蘆洲區中山一路161號地下一樓,新北市蘆洲區溪墘里14鄰中山一路161號,121.475479,25.081491
28,桃園市楊梅區新成路208號1樓,桃園市楊梅區梅新里12鄰新成路208號,121.147139,24.907989
29,新北市泰山區明志路1段205號5樓之1,之2,新北市泰山區福泰里22鄰明志路一段205號,121.432734,25.061405
30,高雄市中華四路159號4樓之1,高雄市苓雅區田西里9鄰中華四路159號,120.299958,22.618041
31,苗栗縣苗栗市建民街60號4樓,苗栗縣苗栗市上苗里14鄰建民街60號,120.823956,24.565902
32,桃園市平鎮區環南路18號地下1層之1之3之4,桃園市平鎮區復興里25鄰環南路18號,121.206652,24.956620
33,基隆市義一路18號5樓,基隆市中正區港通里14鄰義一路18號,121.745265,25.131951
34,臺南市成功路518號3樓之1、之2,臺南市北區立人里6鄰成功路518號;臺南市關廟區山西里7鄰成功路518號,120.196541;120.325757,23.001448;22.965588
35,台中市崇德路2段130號地下1樓,臺中市北屯區平安里13鄰崇德路二段130號,120.685655,24.171122
36,新北市中和區景新街338號3樓,新北市中和區興南里1鄰景新街338號,121.511923,24.990735
37,新北市三重區自強路一段73號3樓,新北市三重區中央里16鄰自強路一段71之1號;新北市三重區中央里16鄰自強路一段71之2號;新北市三重區中央里16鄰自強路一段71之3號,121.497485;121.497485;121.497485,25.067048;25.067048;25.067048
38,新北市蘆洲區長榮路136號2樓,新北市蘆洲區正義里25鄰長榮路136號,121.461481,25.084624
39,臺北市南港區經貿二路168號3樓,臺北市南港區三重里13鄰經貿二路168號,121.616179,25.058917
40,新北市三重區重陽路一段66號2樓,新北市三重區光陽里10鄰重陽路一段66號,121.486534,25.058489
41,台北市中正區忠孝西路一段6號4樓,臺北市中正區黎明里4鄰忠孝西路一段6號,121.518144,25.045821
42,台南市永康區中華路425號2樓部分,臺南市永康區六合里18鄰中華路425號,120.232675,23.010051
43,台中市北屯區文心路四段八七五號三樓部分,臺中市北屯區平田里3鄰文心路四段875號,120.693417,24.171561
44,新竹市民族路139號2樓,新竹市東區三民里7鄰民族路139號,120.978393,24.808752
45,台北市中山區松江路220號3樓之1,臺北市中山區中庄里21鄰松江路220號,121.532916,25.058171
46,嘉義市西區中山路386號6樓,嘉義市西區番社里2鄰中山路386號,120.446029,23.479710
47,新北市永和區中正路63號6樓,新北市永和區潭安里16鄰中正路63號,121.514729,24.996573
48,桃園市中壢區中山路118號3樓,桃園市中壢區中央里8鄰中山路118號,121.225620,24.955590
49,高雄市前金區中正四路168號6樓之1,高雄市前金區東金里12鄰中正四路168號,120.295244,22.629445
50,台北市南港區經貿二路168號3樓,臺北市南港區三重里13鄰經貿二路168號,121.616179,25.058917
51,台中市梧棲區四維中路157巷1號2樓,臺中市梧棲區頂寮里16鄰四維中路157巷1號,120.537532,24.259971
52,台北市中山區南京東路3段225號13樓及14樓,臺北市中山區復華里11鄰南京東路三段225號,121.543673,25.052049
53,台北市中山區松江路139號3樓及3樓之1,臺北市中山區中央里2鄰松江路139號,121.533289,25.055091
54,雲林縣斗六市中山路82號6樓,雲林縣斗六市中和里15鄰中山路82號,120.540780,23.708317
55,台南市開元路147號3樓之1、3樓之2,臺南市北區長勝里3鄰開元路147號;臺南市新營區新東里1鄰開元路147號,120.218569;120.327893,23.006975;23.312980
56,新竹市光復路1段267號3、4樓,新竹市東區仙水里6鄰光復路一段267號,121.019840,24.782153
57,桃園市蘆竹區中正路311號3樓,桃園市蘆竹區興榮里13鄰中正路311號,121.291517,25.047923
58,台北市中正區南海路1號4樓,臺北市中正區龍福里4鄰南海路1號,121.517281,25.032779
59,台北市大同區承德路3段210號2樓,臺北市大同區至聖里10鄰承德路三段210號,121.518147,25.070588
60,台中市沙鹿區沙田路131號5樓,臺中市沙鹿區興安里19鄰沙田路131號,120.559048,24.235986
61,台中市清水區中山路170號5樓,臺中市清水區文昌里13鄰中山路170號,120.576170,24.270216
62,台北市重慶南路1段86號6樓,臺北市中正區光復里6鄰重慶南路一段86號,121.513096,25.043075
63,雲林縣虎尾鎮林森路1段490號4樓,雲林縣虎尾鎮公安里8鄰林森路一段490號,120.433797,23.709517
64,臺南市中西區民生路1段165號3樓、5樓之1,臺南市中西區南美里12鄰民生路一段165號,120.200413,22.993910
65,台中市西屯區西屯路2段256巷6號3樓之1,臺中市西屯區逢甲里2鄰西屯路二段256巷6號,120.647386,24.170850
66,台中市中區自由路2段8號3樓之1,臺中市中區公園里1鄰自由路二段8號,120.680734,24.138387
67,台北市八德路3段32號3樓,臺北市松山區敦化里14鄰八德路三段32號,121.551709,25.048081
68,台南市西門路1段223巷20號3樓,臺南市南區田寮里19鄰西門路一段223巷20號,120.196178,22.975949
69,台南市永康區永大路2段161號,臺南市永康區崑山里38鄰永大路二段161號,120.261375,23.005879
70,新竹市民生路276號2樓,新竹市東區錦華里20鄰民生路276號,120.974939,24.813020
71,高雄市三民區九如一路73號2樓,高雄市三民區寶民里17鄰九如一路73號,120.341727,22.636424
72,桃園市桃園區成功路1段32號9樓之1,桃園市桃園區文化里5鄰成功路一段32號,121.311142,24.992508
73,新北市鶯歌區仁愛路1號8樓之2、8樓之3,新北市鶯歌區北鶯里12鄰仁愛路1號,121.353650,24.956858
74,新竹縣竹北市光明六路85號3樓,新竹縣竹北市斗崙里21鄰光明六路85號,121.010330,24.826480
75,高雄市路竹區竹南里國昌路66號,高雄市路竹區竹南里24鄰國昌路66號,120.259840,22.854514
76,南投縣南投市中山街202號4樓之2、之3、之5,南投縣南投市仁和里5鄰中山街202號,120.685501,23.909896
77,新北市新莊區中華路2段5號4樓,新北市新莊區中華里4鄰中華路二段5號,121.453492,25.045241
78,新北市新莊區龍安路284號1樓及278巷3號2樓,新北市新莊區成德里20鄰龍安路278巷3號;新北市新莊區南港里11鄰龍安路254巷3號;新北市新莊區南港里21鄰龍安路266巷3號;新北市新莊區龍安里15鄰龍安路220巷3號;新北市新莊區龍鳳里6鄰龍安路3號,121.422237;121.421319;121.421694;121.420294;121.414531,25.019055;25.019335;25.019206;25.019708;25.022798
79,彰化縣彰化市華山路37號3樓,彰化縣彰化市福安里3鄰華山路37號,120.542216,24.074377
80,臺北市士林區忠誠路二段48之1號1、2樓,臺北市士林區三玉里17鄰忠誠路二段48之1號,121.530377,25.110624
81,高雄市林園區鳳林路1段1號2樓,高雄市林園區東林里26鄰鳳林路一段8號,120.397977,22.502257
82,高雄市楠梓區新昌街51號地下室、1、2樓,高雄市楠梓區慶昌里6鄰新昌街51號,120.298788,22.709899
83,苗栗縣苗栗市中正路462號4樓之1,苗栗縣苗栗市中苗里8鄰中正路462號,120.821608,24.559685
84,金門縣金城鎮民權路188號,金門縣金城鎮西門里42鄰民權路188號,118.319547,24.438614
85,台中市太平區中興東路50號3樓,臺中市太平區中政里20鄰中興東路50號,120.719666,24.129705
86,南投縣竹山鎮集山路3段919號2樓、橫街93號3樓,南投縣竹山鎮雲林里4鄰集山路三段919號,120.682531,23.756568
87,台中市北屯區崇德路2段46之1號,臺中市北屯區平安里11鄰崇德路二段46之1號,120.685695,24.169860
88,台北市忠孝東路1段85號3樓,臺北市中正區梅花里8鄰忠孝東路一段85號,121.526726,25.044200
89,嘉義縣民雄鄉保生街212號,嘉義縣民雄鄉西安村16鄰保生街212號,120.425948,23.555710
90,台北市中正區新生南路1段148號4樓,臺北市中正區三愛里17鄰新生南路一段148號,121.532466,25.035274
91,屏東縣潮州鎮延平路206號,屏東縣潮州鎮三共里26鄰延平路206號,120.540451,22.556657
92,台南市歸仁區中山路2段29號3樓,臺南市歸仁區辜厝里1鄰中山路二段29號,120.293160,22.966709
93,台南市佳里區和平街83號7樓,臺南市佳里區東寧里2鄰和平街83號,120.177899,23.162333
94,台中市大里區國光路2段259號2樓,臺中市大里區新里里11鄰國光路二段259號,120.680535,24.105974
95,屏東縣屏東市民生路287號5樓,屏東縣屏東市金泉里5鄰民生路287號,120.491845,22.670010
96,雲林縣西螺鎮延平路190、192號1、2樓,雲林縣西螺鎮中興里10鄰延平路630號,120.446963,23.799464
97,台北市文林路342號2樓,臺北市士林區福德里1鄰文林路342號,121.525392,25.093343
98,高雄市前金區中正四路143號4樓之1、之2、5樓,高雄市前金區青山里13鄰中正四路143號,120.296595,22.629352
99,高雄市旗山區中山路102號2樓,高雄市旗山區湄洲里8鄰中山路102號,120.482195,22.887936
100,台北市松山區南京東路5段92號2樓,臺北市松山區吉祥里13鄰南京東路五段92號,121.561572,25.051259
101,台北市萬華區西園路1段200號地下1樓,臺北市萬華區青山里24鄰西園路一段200號,121.499208,25.035923
102,屏東縣屏東市濟南街10號,屏東縣屏東市太平里2鄰濟南街10號,120.490943,22.677036
103,台南市善化區大成路281號,臺南市善化區坐駕里6鄰大成路281號,120.298878,23.129474
104,新竹市林森路196號2樓之3,新竹市東區福德里5鄰林森路196號,120.963876,24.798953
105,新北市土城區學府路1段25號1樓及地下1樓,新北市土城區廣福里28鄰學府路一段25號,121.458319,24.988361
106,臺中市西區美村路一段272號2樓,臺中市西區中興里21鄰美村路一段272號,120.661409,24.146894
107,台南市新營區中山路117號2樓,臺南市新營區興業里6鄰中山路117號,120.318029,23.304821
108,臺南市永康區小東路511號3樓,臺南市永康區中華里15鄰小東路511號,120.235810,22.998792
109,宜蘭縣羅東鎮中正北路32號,宜蘭縣羅東鎮大新里19鄰中正北路32號,121.771996,24.679093
110,高雄市左營區明誠二路491號地下層之1,高雄市左營區新上里36鄰明誠二路491號,120.305552,22.660962
111,高雄市新興區民族二路97號4樓,高雄市新興區興昌里17鄰民族二路97號,120.313018,22.632484
112,台北市大安區忠孝東路4段300號7樓,臺北市大安區正聲里1鄰忠孝東路四段300號,121.556280,25.041155
113,高雄市苓雅區四維四路3號3樓之1、2、3,高雄市苓雅區城東里21鄰四維四路3號,120.302411,22.616444
114,台北市敦化南路2段71號12樓,臺北市大安區義安里13鄰敦化南路二段71號,121.549145,25.030622
115,桃園市中壢區中央東路7號3、4樓,桃園市中壢區中央里5鄰中央東路7號,121.224041,24.957308
116,彰化縣員林鎮中山南路27號3樓,彰化縣員林市惠來里5鄰中山南路27號,120.571050,23.955448
117,雲林縣北港鎮文化路40號4樓,雲林縣北港鎮西勢里3鄰文化路40號,120.301889,23.568168
118,臺中市豐原區圓環西路23號地下1樓,臺中市豐原區社皮里40鄰圓環西路23號,120.708849,24.250926
119,台南市林森路2段90號地下1樓,臺南市東區衛國里4鄰林森路二段90號,120.223406,22.987365
120,新北市新莊區思源路173號2樓,新北市新莊區思源里11鄰思源路173號,121.459657,25.045190
121,台南市學甲區華宗路295號,臺南市學甲區仁得里5鄰華宗路295號,120.182554,23.229132
122,台北市木柵路3段96號3樓之2,臺北市文山區木柵里29鄰木柵路三段96號,121.567320,24.988333
123,台北市和平東路2段347號3樓,臺北市大安區群賢里8鄰和平東路二段347號,121.546053,25.024875
124,苗栗縣頭份鎮中華路932號3樓,苗栗縣頭份市信義里11鄰中華路932號,120.907712,24.685859
125,苗栗縣竹南鎮博愛街29號4樓,苗栗縣竹南鎮竹南里9鄰博愛街29號,120.878857,24.686608
126,臺中市大里區德芳路一段63號2樓,臺中市大里區內新里8鄰德芳路一段63號,120.690353,24.113157
127,高雄市鳳山區五甲二路642號2樓,高雄市鳳山區鎮南里11鄰五甲二路642號,120.331121,22.595700
128,新竹縣竹東鎮大林路121號,新竹縣竹東鎮大鄉里20鄰大林路121號,121.089327,24.730103
129,台中市大雅區大雅里民興街39號3樓,臺中市大雅區大雅里14鄰民興街39號,120.647589,24.225155
130,台北市大安區復興南路1段237號2樓,臺北市大安區仁慈里16鄰復興南路一段237號,121.543892,25.037398
131,新北市新店區中正路225之1號2樓、225號3樓,新北市新店區中正里17鄰中正路225之1號,121.539517,24.972989
132,新北市中和區景新街347號6樓之1,新北市中和區景平里26鄰景新街347號,121.512058,24.990981
133,台北市文山區景文街1號2樓之1,臺北市文山區景華里2鄰景文街1號,121.541424,24.993604
134,臺北市中正區開封街1段2號3樓,臺北市中正區黎明里10鄰開封街一段2號,121.514390,25.045914
135,台北市忠孝東路5段410號3樓、3樓之1、412號3樓之2,臺北市信義區廣居里10鄰忠孝東路五段410號,121.575128,25.040711
136,台中市南屯區向上路1段580號1、2樓,臺中市南屯區惠中里15鄰向上路一段580號,120.650710,24.146868
137,台中市北屯區文心路4段934之1號2樓,臺中市北屯區平昌里19鄰文心路四段934之1號,120.694337,24.170781
138,花蓮縣花蓮市國聯一路167號2樓,花蓮縣花蓮市國聯里10鄰國聯一路167號,121.601384,23.989722
139,新北市蘆洲區中山一路10號2樓,新北市蘆洲區恆德里18鄰中山一路10號,121.480071,25.080658
140,桃園市龍潭區神龍路39號,桃園市龍潭區龍潭里34鄰神龍路39號,121.211778,24.863536
141,新竹市經國路2段100號3樓,新竹市北區水田里16鄰經國路二段100號,120.964550,24.812200
142,高雄市鳳山區中山西路105之1號1、2樓,高雄市鳳山區忠義里16鄰中山西路105之1號,120.352367,22.626812
143,台北市南京東路3段219號2樓,臺北市中山區復華里11鄰南京東路三段219號,121.543104,25.052067
144,台北市和平東路1段214號2樓、214號2樓之1、214號2樓之2、216號2樓、216號2樓之1及216號2樓之2,臺北市大安區龍坡里12鄰和平東路一段214號,121.531728,25.026140
145,新北市樹林區博愛街91號、93號5樓,新北市樹林區樹東里4鄰博愛街91號,121.426717,24.991503
146,台北市民權東路6段160號2樓之1,臺北市內湖區寶湖里13鄰民權東路六段160號,121.591874,25.068678
147,台中市西屯區文心路3段337號3樓,臺中市西屯區大鵬里32鄰文心路三段337號,120.665768,24.173202
148,新北市新莊區公園一路141號,新北市新莊區立言里1鄰公園一路141號,121.446502,25.038354
149,基隆市仁愛區孝二路86之5號,基隆市仁愛區新店里5鄰孝二路86之5號,121.740596,25.130153
150,臺北市大安區忠孝東路4段300號3樓,臺北市大安區正聲里1鄰忠孝東路四段300號,121.556280,25.041155
151,台北市復興北路420號3樓,臺北市中山區下埤里2鄰復興北路420號,121.543836,25.062615
152,台北市中正區寶慶路69號3樓,臺北市中正區建國里6鄰寶慶路69號,121.509061,25.041934
153,新北市中和區中和路232號2樓、地下1樓,新北市中和區泰安里38鄰中和路232號,121.506773,24.999510
154,新北市土城區中央路2段165、167號1樓、2樓,新北市土城區員仁里2鄰中央路二段392之1號,121.439487,24.970936
155,台南市中西區民生路1段165號4樓,臺南市中西區南美里12鄰民生路一段165號,120.200413,22.993910
156,新北市板橋區三民路2段40號2樓,新北市板橋區九如里3鄰三民路二段40號,121.479069,25.017654
157,桃園市楊梅區新成路125號2樓,桃園市楊梅區楊梅里20鄰新成路125號,121.146902,24.910098
158,桃園市中壢區中央西路1段120號15樓之2,桃園市中壢區永興里7鄰中央西路一段120號,121.220252,24.958421
159,雲林縣斗六市文化路29號3樓,雲林縣斗六市鎮東里1鄰文化路29號,120.546707,23.711106
160,新北市永和區永和路2段2號、8號2樓,新北市永和區豫溪里1鄰永和路二段2號,121.514563,25.009951
161,彰化縣員林鎮大同路2段283號2樓,彰化縣員林市三信里9鄰大同路二段283號,120.573166,23.968897
162,桃園市桃園區莊敬路1段375號2樓,桃園市桃園區莊敬里7鄰莊敬路一段375號,121.295980,25.023530
163,新北市三重區重新路3段111號2樓,新北市三重區中山里17鄰重新路三段111號,121.491014,25.059743
164,新北市永和區福和路139號3樓,新北市永和區永貞里3鄰福和路139號,121.521127,25.007700
165,屏東縣屏東市廣東路690號2樓之1、3樓,屏東縣屏東市中正里8鄰廣東路690號,120.496303,22.685486
166,台北市中山北路6段126號4樓、5樓部分,臺北市士林區忠誠里25鄰中山北路六段126號,121.525004,25.105765
167,桃園市桃園區復興路96號2樓,桃園市桃園區武陵里9鄰復興路96號,121.315864,24.991132
168,台南市長榮路1段203號5樓,臺南市東區泉南里17鄰長榮路一段203號;臺南市新營區新東里11鄰長榮路一段203號;臺南市歸仁區大潭里7鄰長榮路一段203號,120.217928;120.327434;120.269390,22.984711;23.319559;22.910568
169,新北市土城區中央路1段255號2樓,新北市土城區日新里5鄰中央路一段255號,121.445187,24.985541
170,新北市新莊區新泰路246號2樓,新北市新莊區立德里13鄰新泰路246號,121.446523,25.039645
171,新北市淡水區中正路67號2、3樓,新北市淡水區草東里16鄰中正路67號,121.440922,25.169566
172,台北市北投區北投路2段13號3樓,臺北市北投區大同里15鄰北投路二段13號,121.498570,25.131039
173,臺中市西區臺灣大道2段489號10樓之2,臺中市西區忠誠里7鄰臺灣大道二段489號,120.660124,24.156274
174,新北市板橋區中山路1段10號6樓,新北市板橋區景星里11鄰中山路一段10號,121.460122,25.007961
175,高雄市左營區左營大路158號3、4樓,高雄市左營區城南里3鄰左營大路158號,120.289244,22.683810
176,南投縣草屯鎮中興路88號2樓,南投縣草屯鎮中山里15鄰中興路88號,120.682243,23.974063
177,高雄市三民區建工路715號2樓及717號2樓,高雄市三民區正興里4鄰建工路713號;高雄市三民區灣中里24鄰建工路716號,120.316654;120.320283,22.647672;22.648807
178,台北市大同區南京西路66號2樓,臺北市大同區建泰里14鄰南京西路66號,121.518721,25.052873
179,新北市蘆洲區光華路11號2樓,新北市蘆洲區光華里3鄰光華路11號,121.469865,25.083416
180,彰化縣彰化市中正路1段296號,彰化縣彰化市文化里2鄰中正路一段296號,120.545905,24.083497
181,桃園市成功路1段32號9樓,桃園市桃園區文化里5鄰成功路一段32號,121.311142,24.992508
182,台北市內湖區成功路4段166號地下1樓部分及168號3樓,臺北市內湖區內湖里24鄰成功路四段166號,121.593301,25.083048
183,台北市敦化南路1段225號2樓、2樓之2,臺北市大安區建倫里2鄰敦化南路一段225號,121.549289,25.040568
184,新北市汐止區新台五路1段159號4樓,新北市汐止區復興里10鄰新臺五路一段159號,121.653788,25.062486
185,彰化縣鹿港鎮公園一路88號,彰化縣鹿港鎮洛津里15鄰公園一路88號,120.431579,24.055617
186,臺中市大甲區中山路1段833之1號,臺中市大甲區薰風里10鄰中山路一段833之1號,120.622670,24.342578
187,新北市三重區正義北路195號2樓,新北市三重區雙園里13鄰正義北路195號,121.496264,25.068209
188,臺中市豐原區三豐路1段43號3樓,臺中市豐原區豐原里15鄰三豐路一段43號,120.722463,24.255044
189,台北市松山區民生東路5段171、171之3號1樓,臺北市松山區新東里3鄰民生東路五段280號,121.568060,25.059078
190,基隆市信一路132號3樓,基隆市信義區仁壽里11鄰信一路132號,121.747581,25.129165
191,高雄市小港區漢民路381號8樓,高雄市小港區順苓里13鄰漢民路381號,120.356637,22.567036
192,苗栗縣苑裡鎮客庄里新興路31之8號及31之9號,苗栗縣苑裡鎮客庄里11鄰新興路31之8號,120.652852,24.440290
193,台中市北屯區崇德路2段46之2號及46之3號,臺中市北屯區平安里11鄰崇德路二段46之2號,120.685695,24.169860
194,新北市中和區中和路102號5樓,新北市中和區漳和里36鄰中和路102號,121.502275,24.999659
195,屏東縣東港鎮光復路1段188號1樓,屏東縣東港鎮興東里29鄰光復路一段188號,120.457756,22.470233
196,嘉義市西區林森西路173號3樓,嘉義市西區國華里9鄰林森西路173號,120.447290,23.483440
197,新北市樹林區中山路1段99號3樓,新北市樹林區樹西里1鄰中山路一段99號,121.423278,24.991028
198,台北市大安區羅斯福路三段37號2樓,臺北市大安區古莊里10鄰羅斯福路三段37號,121.525367,25.023505
199,台北市忠孝東路5段293號2樓部分,臺北市信義區富臺里16鄰忠孝東路五段293號,121.572342,25.041105
200,臺北市中山區南京東路3段225號13樓,臺北市中山區復華里11鄰南京東路三段225號,121.543673,25.052049
201,臺北市中山區南京東路三段225號4樓之1、11樓及11樓之1、之2、之4、12樓及12樓之1、之2,臺北市中山區復華里11鄰南京東路三段225號,121.543673,25.052049
202,台北市復興南路1段209號1、2、3樓,臺北市大安區仁愛里2鄰復興南路一段209號,121.543949,25.039444
203,高雄市九如二路548號2、3樓,高雄市三民區十美里16鄰九如二路548號,120.296597,22.641895
204,新北市新店區中興路3段134號地下一樓,新北市新店區寶興里6鄰中興路三段134號,121.544891,24.979765
205,新北市三重區重新路2段21號3樓,新北市三重區文化里14鄰重新路二段21號,121.498043,25.062408
206,台中市五權西路一段二三七號二樓,臺中市西區土庫里16鄰五權西路一段237號,120.658015,24.139880
207,高雄市四維四路30號3樓,高雄市苓雅區鼓中里9鄰四維四路30號,120.300411,22.616372
208,高雄市林園區沿海路3段2號2樓及5樓(部分),高雄市林園區文賢里1鄰沿海路三段21號,120.392876,22.499896
209,新北市新莊區新泰路368號1、2樓,新北市新莊區立功里23鄰新泰路368號,121.444418,25.043004
210,台南市忠義路2段47號3.4.5(營業廳設於3F),臺南市中西區南美里1鄰忠義路二段47號,120.202501,22.991244
211,高雄市博愛一路391號8樓及11樓(營業廳設於8F),高雄市三民區安泰里32鄰博愛一路391號,120.303233,22.651226
212,新北市永和區民有街1號2樓,新北市永和區民治里19鄰民有街1號,121.515927,24.997278
213,屏東縣潮州鎮新生路8號1,2樓(營業廳設於1樓) 86.08.04.遷移,屏東縣潮州鎮新榮里15鄰新生路8號,120.537713,22.547082
214,高雄市三民區九如一路502號地下一層,高雄市三民區寶安里6鄰九如一路502號,120.327557,22.639398
215,台北市承德路一段十七號地下一樓,臺北市大同區建明里8鄰承德路一段17號,121.517065,25.050153
216,新竹市信義街68號7樓之1、7樓之2,新竹市東區榮光里1鄰信義街68號,120.970509,24.802983
217,台北市信義路2段101號2樓,臺北市中正區文祥里8鄰信義路二段101號,121.527681,25.034220
218,嘉義市垂楊路316號3樓之1、2；4樓之1、2,嘉義市東區過溝里11鄰垂楊路316號,120.451920,23.474360
219,桃園縣中壢市元化路226號3樓,桃園市中壢區新街里5鄰元化路226號,121.226598,24.961207
220,彰化市彰美路1段186號6F,找不到指定的門牌地址。,,
221,雲林縣虎尾鎮中正路15號三.四樓,雲林縣虎尾鎮新興里18鄰中正路15號,120.436919,23.709790
222,高雄市岡山區岡山路339號3、4樓,高雄市岡山區岡山里24鄰岡山路339號,120.295451,22.796244
223,台北市忠孝東路4段212號3樓、3樓之1,臺北市大安區建倫里9鄰忠孝東路四段212號,121.552764,25.041229
224,基隆市愛四路60號4、5樓,基隆市仁愛區玉田里18鄰愛四路60號,121.744251,25.129168
225,宜蘭縣宜蘭市舊城北路23號,宜蘭縣宜蘭市東門里7鄰舊城北路23號,121.755703,24.759117
226,台北市民權西路十一號七樓,臺北市中山區集英里18鄰民權西路11號,121.521849,25.062981
227,台北市承德路7段348號1樓、地下1樓,臺北市北投區立賢里1鄰承德路七段348號,121.504031,25.117660
228,南投縣草屯鎮和興街92號92之1號1、2樓、94號3樓之1、之2、之3、之4,南投縣草屯鎮炎峰里12鄰和興街92號,120.685114,23.979154
229,南投縣埔里鎮南昌街231號2樓,南投縣埔里鎮薰化里12鄰南昌街231號,120.964257,23.966470
230,台南市安中路二段三００號八樓,臺南市安南區溪心里21鄰安中路二段300號,120.185157,23.047042
231,台北市松德路16號地下1樓,臺北市信義區廣居里29鄰松德路16號,121.577299,25.039411
232,新北市板橋區中山路一段141號5樓部分,新北市板橋區福丘里10鄰中山路一段141號,121.463628,25.011230
233,台中縣烏日鄉三民街179號4樓,臺中市東勢區中寧里12鄰三民街179號;臺中市烏日區烏日里31鄰三民街179號,120.829404;120.621774,24.258353;24.108215
234,台北市長安東路1段23號2樓之1、之2、之5,臺北市中山區正得里10鄰長安東路一段23號,121.523775,25.049447
235,台北市羅斯福路3段28號2樓,臺北市中正區頂東里5鄰羅斯福路三段28號,121.525183,25.023067
236,臺北市敦化南路二段99號19樓,臺北市大安區義安里16鄰敦化南路二段99號,121.549183,25.028808
237,台中市潭子區中山路2段281號3樓,臺中市潭子區潭陽里22鄰中山路二段281號,120.705129,24.210649
238,台中市清水區中山路196號5、6樓,臺中市清水區中興里6鄰中山路196號,120.576445,24.270856
239,台中市台中路504號,臺中市南區南門里34鄰臺中路504號,120.683598,24.123552
240,台南市成功路四五七號三樓、四樓,臺南市中西區兌悅里15鄰成功路457號,120.196228,23.001268
241,台北市南京東路5段108號3樓,臺北市松山區吉祥里13鄰南京東路五段108號,121.562139,25.051248
242,高雄市新興區七賢一路251號2樓,高雄市新興區中東里14鄰七賢一路251號,120.309461,22.633842
243,屏東市中正路一二三號二樓,找不到指定的門牌地址。,,
244,台北市中山區南京東路2段123號2樓之1、2樓之2及地下1樓,臺北市中山區中央里8鄰南京東路二段123號,121.533728,25.052227
